BilledCost,BillingAccountId,BillingAccountName,BillingCurrency,BillingPeriodStart,BillingPeriodEnd,ChargeCategory,ChargeDescription,ChargePeriodStart,ChargePeriodEnd,ConsumedQuantity,ConsumedUnit,EffectiveCost,InvoiceIssuerName,ListCost,ListUnitPrice,PricingCategory,PricingQuantity,PricingUnit,ProviderName,PublisherName,RegionId,RegionName,ResourceId,ResourceName,ResourceType,ServiceCategory,ServiceName,SkuId,SubAccountId,SubAccountName,Tags
24.9532,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.xlarge Standard compute,2026-04-02T00:00:00Z,2026-04-03T00:00:00Z,24.8,Hours,24.9532,AWS,24.9532,1.006,Standard,24.8,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-a-inf-002,i-team-a-inf-002,g5.xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.xlarge-standard,,,"{""cost-team"": ""team-a"", ""env"": ""ml"", ""purpose"": ""inference""}"
14.8416,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.xlarge Standard compute,2026-04-02T00:00:00Z,2026-04-03T00:00:00Z,14.75,Hours,14.8416,AWS,14.8416,1.006,Standard,14.75,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-b-inf-001,i-team-b-inf-001,g5.xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.xlarge-standard,,,"{""cost-team"": ""team-b"", ""env"": ""ml"", ""purpose"": ""inference""}"
2.4927,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.xlarge Spot compute,2026-04-02T00:00:00Z,2026-04-03T00:00:00Z,8.26,Hours,2.4927,AWS,8.3091,1.006,Spot,8.26,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-b-inf-002,i-team-b-inf-002,g5.xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.xlarge-spot,,,"{""cost-team"": ""team-b"", ""env"": ""ml"", ""purpose"": ""inference""}"
31.9688,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.4xlarge Standard compute,2026-04-02T00:00:00Z,2026-04-03T00:00:00Z,19.69,Hours,31.9688,AWS,31.9688,1.624,Standard,19.69,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-research-gpu-001,i-research-gpu-001,g5.4xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.4xlarge-standard,,,
1.359,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,m5.large Reserved compute,2026-04-02T00:00:00Z,2026-04-03T00:00:00Z,22.83,Hours,1.359,AWS,2.1919,0.096,Reserved,22.83,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-mgmt-001,i-mgmt-001,m5.large,Compute,Amazon Elastic Compute Cloud,m5.large-reserved,,,"{""cost-team"": ""team-a"", ""env"": ""production"", ""purpose"": ""management""}"
2.9701,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,m5.xlarge Reserved compute,2026-04-02T00:00:00Z,2026-04-03T00:00:00Z,24.95,Hours,2.9701,AWS,4.7905,0.192,Reserved,24.95,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-mgmt-002,i-mgmt-002,m5.xlarge,Compute,Amazon Elastic Compute Cloud,m5.xlarge-reserved,,,"{""cost-team"": ""team-b"", ""env"": ""production"", ""purpose"": ""management""}"
240.7402,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,p4d.24xlarge Reserved compute,2026-04-03T00:00:00Z,2026-04-04T00:00:00Z,11.85,Hours,240.7402,AWS,388.2906,32.77,Reserved,11.85,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-a-train-001,i-team-a-train-001,p4d.24xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,p4d.24xlarge-reserved,,,"{""cost-team"": ""team-a"", ""env"": ""ml"", ""purpose"": ""training""}"
30.2325,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.2xlarge Standard compute,2026-04-03T00:00:00Z,2026-04-04T00:00:00Z,24.94,Hours,30.2325,AWS,30.2325,1.212,Standard,24.94,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-a-inf-001,i-team-a-inf-001,g5.2xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.2xlarge-standard,,,"{""cost-team"": ""team-a"", ""env"": ""ml"", ""purpose"": ""inference""}"
24.7029,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.xlarge Standard compute,2026-04-03T00:00:00Z,2026-04-04T00:00:00Z,24.56,Hours,24.7029,AWS,24.7029,1.006,Standard,24.56,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-a-inf-002,i-team-a-inf-002,g5.xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.xlarge-standard,,,"{""cost-team"": ""team-a"", ""env"": ""ml"", ""purpose"": ""inference""}"
14.6254,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.xlarge Standard compute,2026-04-03T00:00:00Z,2026-04-04T00:00:00Z,14.54,Hours,14.6254,AWS,14.6254,1.006,Standard,14.54,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-b-inf-001,i-team-b-inf-001,g5.xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.xlarge-standard,,,"{""cost-team"": ""team-b"", ""env"": ""ml"", ""purpose"": ""inference""}"
2.1521,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.xlarge Spot compute,2026-04-03T00:00:00Z,2026-04-04T00:00:00Z,7.13,Hours,2.1521,AWS,7.1735,1.006,Spot,7.13,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-b-inf-002,i-team-b-inf-002,g5.xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.xlarge-spot,,,"{""cost-team"": ""team-b"", ""env"": ""ml"", ""purpose"": ""inference""}"
35.5323,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.4xlarge Standard compute,2026-04-03T00:00:00Z,2026-04-04T00:00:00Z,21.88,Hours,35.5323,AWS,35.5323,1.624,Standard,21.88,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-research-gpu-001,i-research-gpu-001,g5.4xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.4xlarge-standard,,,
1.5051,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,m5.large Reserved compute,2026-04-03T00:00:00Z,2026-04-04T00:00:00Z,25.29,Hours,1.5051,AWS,2.4276,0.096,Reserved,25.29,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-mgmt-001,i-mgmt-001,m5.large,Compute,Amazon Elastic Compute Cloud,m5.large-reserved,,,"{""cost-team"": ""team-a"", ""env"": ""production"", ""purpose"": ""management""}"
2.966,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,m5.xlarge Reserved compute,2026-04-03T00:00:00Z,2026-04-04T00:00:00Z,24.92,Hours,2.966,AWS,4.7838,0.192,Reserved,24.92,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-mgmt-002,i-mgmt-002,m5.xlarge,Compute,Amazon Elastic Compute Cloud,m5.xlarge-reserved,,,"{""cost-team"": ""team-b"", ""env"": ""production"", ""purpose"": ""management""}"
274.2639,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,p4d.24xlarge Reserved compute,2026-04-04T00:00:00Z,2026-04-05T00:00:00Z,13.5,Hours,274.2639,AWS,442.3612,32.77,Reserved,13.5,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-a-train-001,i-team-a-train-001,p4d.24xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,p4d.24xlarge-reserved,,,"{""cost-team"": ""team-a"", ""env"": ""ml"", ""purpose"": ""training""}"
29.1374,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.2xlarge Standard compute,2026-04-04T00:00:00Z,2026-04-05T00:00:00Z,24.04,Hours,29.1374,AWS,29.1374,1.212,Standard,24.04,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-a-inf-001,i-team-a-inf-001,g5.2xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.2xlarge-standard,,,"{""cost-team"": ""team-a"", ""env"": ""ml"", ""purpose"": ""inference""}"
22.8653,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.xlarge Standard compute,2026-04-04T00:00:00Z,2026-04-05T00:00:00Z,22.73,Hours,22.8653,AWS,22.8653,1.006,Standard,22.73,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-a-inf-002,i-team-a-inf-002,g5.xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.xlarge-standard,,,"{""cost-team"": ""team-a"", ""env"": ""ml"", ""purpose"": ""inference""}"
13.6023,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.xlarge Standard compute,2026-04-04T00:00:00Z,2026-04-05T00:00:00Z,13.52,Hours,13.6023,AWS,13.6023,1.006,Standard,13.52,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-b-inf-001,i-team-b-inf-001,g5.xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.xlarge-standard,,,"{""cost-team"": ""team-b"", ""env"": ""ml"", ""purpose"": ""inference""}"
2.4664,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.xlarge Spot compute,2026-04-04T00:00:00Z,2026-04-05T00:00:00Z,8.17,Hours,2.4664,AWS,8.2214,1.006,Spot,8.17,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-b-inf-002,i-team-b-inf-002,g5.xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.xlarge-spot,,,"{""cost-team"": ""team-b"", ""env"": ""ml"", ""purpose"": ""inference""}"
30.4414,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.4xlarge Standard compute,2026-04-04T00:00:00Z,2026-04-05T00:00:00Z,18.74,Hours,30.4414,AWS,30.4414,1.624,Standard,18.74,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-research-gpu-001,i-research-gpu-001,g5.4xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.4xlarge-standard,,,
1.4957,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,m5.large Reserved compute,2026-04-04T00:00:00Z,2026-04-05T00:00:00Z,25.13,Hours,1.4957,AWS,2.4124,0.096,Reserved,25.13,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-mgmt-001,i-mgmt-001,m5.large,Compute,Amazon Elastic Compute Cloud,m5.large-reserved,,,"{""cost-team"": ""team-a"", ""env"": ""production"", ""purpose"": ""management""}"
2.9298,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,m5.xlarge Reserved compute,2026-04-04T00:00:00Z,2026-04-05T00:00:00Z,24.61,Hours,2.9298,AWS,4.7255,0.192,Reserved,24.61,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-mgmt-002,i-mgmt-002,m5.xlarge,Compute,Amazon Elastic Compute Cloud,m5.xlarge-reserved,,,"{""cost-team"": ""team-b"", ""env"": ""production"", ""purpose"": ""management""}"
248.5279,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,p4d.24xlarge Reserved compute,2026-04-05T00:00:00Z,2026-04-06T00:00:00Z,12.23,Hours,248.5279,AWS,400.8515,32.77,Reserved,12.23,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-a-train-001,i-team-a-train-001,p4d.24xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,p4d.24xlarge-reserved,,,"{""cost-team"": ""team-a"", ""env"": ""ml"", ""purpose"": ""training""}"
27.36,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.2xlarge Standard compute,2026-04-05T00:00:00Z,2026-04-06T00:00:00Z,22.57,Hours,27.36,AWS,27.36,1.212,Standard,22.57,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-a-inf-001,i-team-a-inf-001,g5.2xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.2xlarge-standard,,,"{""cost-team"": ""team-a"", ""env"": ""ml"", ""purpose"": ""inference""}"
24.7804,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.xlarge Standard compute,2026-04-05T00:00:00Z,2026-04-06T00:00:00Z,24.63,Hours,24.7804,AWS,24.7804,1.006,Standard,24.63,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-a-inf-002,i-team-a-inf-002,g5.xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.xlarge-standard,,,"{""cost-team"": ""team-a"", ""env"": ""ml"", ""purpose"": ""inference""}"
13.6722,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.xlarge Standard compute,2026-04-05T00:00:00Z,2026-04-06T00:00:00Z,13.59,Hours,13.6722,AWS,13.6722,1.006,Standard,13.59,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-b-inf-001,i-team-b-inf-001,g5.xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.xlarge-standard,,,"{""cost-team"": ""team-b"", ""env"": ""ml"", ""purpose"": ""inference""}"
2.344,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.xlarge Spot compute,2026-04-05T00:00:00Z,2026-04-06T00:00:00Z,7.77,Hours,2.344,AWS,7.8133,1.006,Spot,7.77,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-b-inf-002,i-team-b-inf-002,g5.xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.xlarge-spot,,,"{""cost-team"": ""team-b"", ""env"": ""ml"", ""purpose"": ""inference""}"
31.6912,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.4xlarge Standard compute,2026-04-05T00:00:00Z,2026-04-06T00:00:00Z,19.51,Hours,31.6912,AWS,31.6912,1.624,Standard,19.51,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-research-gpu-001,i-research-gpu-001,g5.4xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.4xlarge-standard,,,
1.4282,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,m5.large Reserved compute,2026-04-05T00:00:00Z,2026-04-06T00:00:00Z,24.0,Hours,1.4282,AWS,2.3036,0.096,Reserved,24.0,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-mgmt-001,i-mgmt-001,m5.large,Compute,Amazon Elastic Compute Cloud,m5.large-reserved,,,"{""cost-team"": ""team-a"", ""env"": ""production"", ""purpose"": ""management""}"
2.72,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,m5.xlarge Reserved compute,2026-04-05T00:00:00Z,2026-04-06T00:00:00Z,22.85,Hours,2.72,AWS,4.3871,0.192,Reserved,22.85,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-mgmt-002,i-mgmt-002,m5.xlarge,Compute,Amazon Elastic Compute Cloud,m5.xlarge-reserved,,,"{""cost-team"": ""team-b"", ""env"": ""production"", ""purpose"": ""management""}"
244.1964,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,p4d.24xlarge Reserved compute,2026-04-06T00:00:00Z,2026-04-07T00:00:00Z,12.02,Hours,244.1964,AWS,393.8651,32.77,Reserved,12.02,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-a-train-001,i-team-a-train-001,p4d.24xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,p4d.24xlarge-reserved,,,"{""cost-team"": ""team-a"", ""env"": ""ml"", ""purpose"": ""training""}"
12.2416,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.2xlarge Standard compute,2026-04-06T00:00:00Z,2026-04-07T00:00:00Z,10.1,Hours,12.2416,AWS,12.2416,1.212,Standard,10.1,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-a-inf-001,i-team-a-inf-001,g5.2xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.2xlarge-standard,,,"{""cost-team"": ""team-a"", ""env"": ""ml"", ""purpose"": ""inference""}"
9.8591,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.xlarge Standard compute,2026-04-06T00:00:00Z,2026-04-07T00:00:00Z,9.8,Hours,9.8591,AWS,9.8591,1.006,Standard,9.8,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-a-inf-002,i-team-a-inf-002,g5.xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.xlarge-standard,,,"{""cost-team"": ""team-a"", ""env"": ""ml"", ""purpose"": ""inference""}"
5.6156,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.xlarge Standard compute,2026-04-06T00:00:00Z,2026-04-07T00:00:00Z,5.58,Hours,5.6156,AWS,5.6156,1.006,Standard,5.58,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-b-inf-001,i-team-b-inf-001,g5.xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.xlarge-standard,,,"{""cost-team"": ""team-b"", ""env"": ""ml"", ""purpose"": ""inference""}"
1.2173,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.xlarge Spot compute,2026-04-06T00:00:00Z,2026-04-07T00:00:00Z,4.03,Hours,1.2173,AWS,4.0577,1.006,Spot,4.03,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-b-inf-002,i-team-b-inf-002,g5.xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.xlarge-spot,,,"{""cost-team"": ""team-b"", ""env"": ""ml"", ""purpose"": ""inference""}"
30.0762,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.4xlarge Standard compute,2026-04-06T00:00:00Z,2026-04-07T00:00:00Z,18.52,Hours,30.0762,AWS,30.0762,1.624,Standard,18.52,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-research-gpu-001,i-research-gpu-001,g5.4xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.4xlarge-standard,,,
1.5046,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,m5.large Reserved compute,2026-04-06T00:00:00Z,2026-04-07T00:00:00Z,25.28,Hours,1.5046,AWS,2.4268,0.096,Reserved,25.28,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-mgmt-001,i-mgmt-001,m5.large,Compute,Amazon Elastic Compute Cloud,m5.large-reserved,,,"{""cost-team"": ""team-a"", ""env"": ""production"", ""purpose"": ""management""}"
2.8495,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,m5.xlarge Reserved compute,2026-04-06T00:00:00Z,2026-04-07T00:00:00Z,23.94,Hours,2.8495,AWS,4.596,0.192,Reserved,23.94,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-mgmt-002,i-mgmt-002,m5.xlarge,Compute,Amazon Elastic Compute Cloud,m5.xlarge-reserved,,,"{""cost-team"": ""team-b"", ""env"": ""production"", ""purpose"": ""management""}"
244.9051,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,p4d.24xlarge Reserved compute,2026-04-07T00:00:00Z,2026-04-08T00:00:00Z,12.05,Hours,244.9051,AWS,395.0083,32.77,Reserved,12.05,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-a-train-001,i-team-a-train-001,p4d.24xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,p4d.24xlarge-reserved,,,"{""cost-team"": ""team-a"", ""env"": ""ml"", ""purpose"": ""training""}"
10.4847,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.2xlarge Standard compute,2026-04-07T00:00:00Z,2026-04-08T00:00:00Z,8.65,Hours,10.4847,AWS,10.4847,1.212,Standard,8.65,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-a-inf-001,i-team-a-inf-001,g5.2xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.2xlarge-standard,,,"{""cost-team"": ""team-a"", ""env"": ""ml"", ""purpose"": ""inference""}"
9.1033,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.xlarge Standard compute,2026-04-07T00:00:00Z,2026-04-08T00:00:00Z,9.05,Hours,9.1033,AWS,9.1033,1.006,Standard,9.05,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-a-inf-002,i-team-a-inf-002,g5.xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.xlarge-standard,,,"{""cost-team"": ""team-a"", ""env"": ""ml"", ""purpose"": ""inference""}"
